,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1776,25,,C0,180 PULASKI STREET,,11206,3,0,3,"1,917","2,703",1899,1,C0,0,04/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1788,25,,C0,532 LAFAYETTE AVE,,11205,3,0,3,"2,500","3,168",1901,1,C0,"1,970,000",08/15/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1788,42,,C0,562 LAFAYETTE AVENUE,,11205,3,0,3,"1,667","2,001",1899,1,C0,0,12/17/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1792,143,,C0,212 MARCUS GARVEY BLVD,,11221,3,0,3,"3,000","3,600",2004,1,C0,0,11/20/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1799,33,,C0,588 GREENE AVE,,11216,3,0,3,"2,000","2,620",1931,1,C0,0,05/19/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1802,95,,C0,181A QUINCY STREET,,11216,3,0,3,"1,600","2,880",1931,1,C0,0,12/05/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1802,101,,C0,173 QUINCY ST,,11216,3,0,3,"2,000","3,600",1899,1,C0,"2,140,000",11/25/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1808,16,,C0,276A QUINCY STREET,,11216,3,0,3,"2,000","3,200",1899,1,C0,"2,475,000",09/08/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1808,41,,C0,320 QUINCY STREET,,11216,3,0,3,"2,000","3,303",2004,1,C0,0,05/19/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1808,44,,C0,326 QUINCY STREET,,11216,3,0,3,"2,000","3,300",1899,1,C0,0,05/19/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1808,44,,C0,326 QUINCY STREET,,11216,3,0,3,"2,000","3,300",1899,1,C0,"2,360,000",06/01/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1813,60,,C0,259 MONROE STREET,,11216,3,0,3,"2,000","2,700",1901,1,C0,"1,400,000",09/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1814,73,,C0,281 MONROE STREET,,11216,3,0,3,"2,000","3,600",1899,1,C0,0,05/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1815,75,,C0,351 MONROE ST,,11221,3,0,3,"1,824","1,938",1920,1,C0,0,08/22/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1817,41,,C0,194 MONROE STREET,,11216,3,0,3,"1,755","3,517",1899,1,C0,0,03/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1817,99,,C0,133 MADISON STREET,,11216,3,0,3,"2,000","2,400",1899,1,C0,"1,600,000",09/09/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1818,74,,C0,241A MADISON STREET,,11216,3,0,3,"2,000","4,000",2010,1,C0,"2,600,000",02/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1819,7,,C0,819 MARCY AVENUE,,11216,3,0,3,"2,000","3,600",1915,1,C0,0,11/10/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1822,60,,C0,289 PUTNAM AVENUE,,11216,3,0,3,"2,033","2,745",1910,1,C0,"2,270,000",06/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1824,24,,C0,318 MADISON STREET,,11216,3,0,3,"2,000","3,200",1915,1,C0,"3,100,000",07/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1825,71,,C0,435 PUTNAM AVENUE,,11221,3,0,3,"1,900","1,755",1900,1,C0,"3,500,000",08/04/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1826,45,,C0,561 PUTNAM AVE,,11221,3,0,3,"1,400","3,148",1901,1,C0,"2,925,000",02/02/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1826,64,,C0,527 PUTNAM AVENUE,,11221,3,0,3,"2,000","3,600",1901,1,C0,0,01/22/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1827,44,,C0,250 PUTNAM AVENUE,,11216,3,0,3,"2,000","3,125",1899,1,C0,0,09/10/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1827,70,,C0,165 JEFFERSON AVENUE,,11216,3,0,3,"2,500","3,225",2004,1,C0,0,04/10/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1829,24,,B1,398 PUTNAM AVENUE,,11216,2,0,2,"2,000","3,600",1915,1,C0,"3,485,000",08/14/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1829,50,,C0,327 JEFFERSON AVENUE,,11216,3,0,3,"1,900","3,496",1915,1,C0,"2,135,000",10/14/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1830,7,,C0,438 PUTNAM AVENUE,,11221,3,0,3,"1,825","3,432",1915,1,C0,"1,250,000",08/11/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1831,53,,C0,479 JEFFERSON AVENUE,,11221,3,0,3,"2,000","2,900",1899,1,C0,0,02/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1834,51,,C0,287 HANCOCK STREET,,11216,3,0,3,"2,000","4,760",1899,1,C0,0,04/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1836,45,,C0,482 JEFFERSON AVENUE,,11221,3,0,3,"1,800","3,240",1899,1,C0,"2,675,000",03/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1836,75,,C0,397A HANCOCK STREET,,11216,3,0,3,"1,833","3,648",1899,1,C0,"1,800,000",01/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1837,22,,C0,78 HANCOCK STREET,,11216,3,0,3,"2,000","3,600",1901,1,C0,0,10/23/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1838,47,,C0,167 HALSEY STREET,,11216,3,0,3,"1,800","4,000",1900,1,C0,0,09/23/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1838,71,,C0,129 HALSEY STREET,,11216,3,0,3,"1,501","3,420",1899,1,C0,"1,995,000",07/15/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1838,76,,C0,121 HALSEY STREET,,11216,3,0,3,"1,330","3,332",1901,1,C0,0,10/07/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1839,10,,C0,246 HANCOCK STREET,,11216,3,0,3,"2,200","3,300",1901,1,C0,"1,600,000",01/22/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1839,18,,C0,262 HANCOCK STREET,,11216,3,0,3,"2,000","3,600",1901,1,C0,0,01/15/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1840,44,,C0,370 HANCOCK STREET,,11216,3,0,3,"1,320","2,720",1901,1,C0,"2,749,000",05/04/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1842,20,,C0,26 HALSEY STREET,,11216,3,0,3,"1,750","3,152",1899,1,C0,0,02/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1844,31,,C0,140 HALSEY STREET,,11216,3,0,3,"2,000","3,600",1899,1,C0,"2,990,000",01/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1846,19,,C0,276 HALSEY STREET,,11216,3,0,3,"1,800","3,096",1899,1,C0,0,02/27/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1850,6,,C0,15 VERONA PLACE,,11216,3,0,3,"1,900","3,420",1931,1,C0,"2,950,000",11/20/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1851,12,,C0,134 MACON STREET,,11216,3,0,3,"2,000","3,760",1899,1,C0,"1,425,000",09/25/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1855,23,,C0,106 MCDONOUGH STREET,,11216,3,0,3,"2,000","3,640",1899,1,C0,10,11/04/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1855,56,,C0,51 DECATUR STREET,,11216,3,0,3,"1,800","3,024",1899,1,C0,0,09/09/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1855,65,,C0,33 DECATUR STREET,,11216,3,0,3,"1,875","3,152",1899,1,C0,0,02/20/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1856,24,,C0,188 MAC DONOUGH STREET,,11216,3,0,3,"2,000","3,360",1899,1,C0,"1,800,000",06/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1856,62,,C0,105 DECATUR STREET,,11216,3,0,3,"2,000","3,600",1899,1,C0,0,04/08/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1858,18,,C0,106 DECATUR STREET,,11216,3,0,3,"1,667","2,800",1899,1,C0,"2,650,000",04/21/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1871,66,,C0,6 AGATE COURT,,11213,3,0,3,"1,240","2,560",1899,1,C0,"700,000",05/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1886,72,,S2,796 BEDFORD AVENUE,,11205,2,1,3,"1,800","5,413",1910,1,C0,0,11/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1896,8,,C0,185 CLASSON AVENUE,,11205,3,0,3,"2,300","3,128",1901,1,C0,0,03/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1913,104,,C0,339 WILLOUGHBY AVENUE,,11205,3,0,3,"1,000","2,442",2008,1,C0,"105,000",02/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1927,7,,C0,243 FRANKLIN AVENUE,,11205,3,0,3,"2,450","3,096",1901,1,C0,"2,075,000",04/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1928,17,,C0,209 SKILLMAN ST,,11205,3,0,3,"1,875","2,520",1901,1,C0,"2,350,000",05/14/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1928,53,,C0,960 BEDFORD AVENUE,,11205,3,0,3,"2,150","3,696",1901,1,C0,"19,470",09/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1942,44,,C0,1034 BEDFORD AVE,,11205,3,0,3,"1,600","3,362",1901,1,C0,0,06/04/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1949,65,,C0,127 CLIFTON PLACE,,11238,3,0,3,"2,000","2,700",1899,1,C0,"1,600,000",02/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1954,1,,C0,331 FRANKLIN AVENUE,,11238,3,0,3,"2,100","3,300",1905,1,C0,0,10/21/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1971,38,,C0,147 QUINCY STREET,,11216,3,0,3,"2,107","2,580",1899,1,C0,0,10/27/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1971,54,,C0,117 QUINCY STREET,,11216,3,0,3,"2,000","2,700",1931,1,C0,0,09/11/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1985,1,,C0,1 MONROE STREET,,11238,3,0,3,"1,600","3,120",1998,1,C0,"1,880,000",06/02/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1986,43,,C0,93 MONROE STREET,,11216,3,0,3,"1,500","1,701",1920,1,C0,"1,500,000",11/20/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1986,55,,C0,73 MONROE STREET,,11216,3,0,3,"1,400","2,421",1899,1,C0,"1,600,000",01/28/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1987,51,,C0,424 FRANKLIN AVE,,11238,3,0,3,"1,613","2,790",1899,1,C0,0,06/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1988,45,,C0,105 MADISON STREET,,11216,3,0,3,"1,875","3,870",2006,1,C0,0,10/29/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1990,28,,C0,116 MADISON STREET,,11216,3,0,3,"2,000","3,040",1910,1,C0,0,12/15/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1996,41,,C0,69 JEFFERSON AVENUE,,11216,3,0,3,"2,000","4,816",1899,1,C0,0,05/14/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1996,44,,C0,63 JEFFERSON AVENUE,,11216,3,0,3,"2,033","3,171",2004,1,C0,"2,225,000",07/31/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1999,21,,C0,14 SPENCER PLACE,,11216,3,0,3,"1,600","2,976",1899,1,C0,"1,695,000",11/13/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,2000,11,,C0,7 SPENCER PLACE,,11216,3,0,3,"1,533","4,455",1899,1,C0,0,04/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5556,18,,A5,2028 65 STREET,,11204,1,0,1,"2,300","1,566",1915,1,A5,"1,420,000",08/11/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5556,31,,A5,2064 65 STREET,,11204,1,0,1,"2,300","1,580",1915,1,A5,0,10/09/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5559,8,,A5,6619 16 AVENUE,,11204,1,0,1,"1,320","1,365",1950,1,A5,"990,000",06/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5559,141,,A5,6618 OVINGTON COURT,,11204,1,0,1,"1,440","1,633",1935,1,A5,0,11/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5560,9,,A5,6617 17 AVENUE,,11204,1,0,1,"1,800","1,732",1950,1,A5,"105,000",03/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5562,57,,A9,1951 67 STREET,,11204,1,0,1,"1,667","1,280",1925,1,A9,0,06/30/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5563,32,,A5,2066 66 STREET,,11204,1,0,1,"2,300","1,600",1915,1,A5,"889,000",06/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5564,73,,A5,2107 67TH STREET,,11204,1,0,1,"2,400","1,554",1915,1,A5,"1,200,000",12/22/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5567,28,,A5,1661 68 STREET,,11204,1,0,1,"2,089","1,380",1930,1,A5,0,08/04/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5572,18,,A5,2138 67 STREET,,11204,1,0,1,"2,400","1,554",1930,1,A5,0,04/06/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5575,71,,A1,1659 BAY RIDGE AVENUE,,11204,1,0,1,"3,000","1,539",1920,1,A1,0,06/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5576,48,,S1,6822 18 AVENUE,,11204,1,1,2,"2,000","3,000",1931,1,S1,"999,000",05/07/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5576,75,,A1,1717 BAY RIDGE AVENUE,,11204,1,0,1,"2,783","1,020",1920,1,A1,0,12/22/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5576,77,,A1,1715 BAY RIDGE AVENUE,,11204,1,0,1,"2,500","1,496",1920,1,A1,"575,311",01/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6159,15,,A1,1622 BAY RIDGE AVENUE,,11204,1,0,1,"5,000","1,945",1930,1,A1,0,01/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6170,64,,A9,1657 71 ST,,11204,1,0,1,"1,750","1,050",1935,1,A9,0,06/22/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6170,77,,A9,1629 71ST STREET,,11204,1,0,1,"1,750","1,050",1935,1,A9,0,08/01/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6170,80,,A9,1623 71 STREET,,11204,1,0,1,"1,750","1,050",1935,1,A9,"870,000",01/20/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6171,75,,A5,1725 71 STREET,,11204,1,0,1,"1,675","1,576",1930,1,A5,0,04/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6172,24,,A5,1846 70TH STREET,,11204,1,0,1,"1,850","2,424",1901,1,A5,"1,310,000",10/02/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6172,30,,A5,1858 70TH STREET,,11204,1,0,1,"1,850","2,353",1901,1,A5,0,08/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6172,45,,A5,1863 71ST STREET,,11204,1,0,1,"1,850","2,424",1901,1,A5,"1,200,000",05/21/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6174,8,,A5,2006 70TH STREET,,11204,1,0,1,"2,000","1,312",1920,1,A5,0,07/24/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6181,18,,A5,1624 71 STREET,,11204,1,0,1,"1,750","1,020",1910,1,A5,0,09/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6181,58,,A5,1675 72ND STREET,,11204,1,0,1,"1,750","1,020",1910,1,A5,"880,000",10/07/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6181,62,,A5,1667 72 STREET,,11204,1,0,1,"1,750","1,020",1910,1,A5,0,10/17/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6181,68,,A5,1655 72 STREET,,11204,1,0,1,"1,750","1,020",1910,1,A5,"955,000",10/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6183,107,,S1,7107 18 AVENUE,,11204,1,1,2,880,"1,536",1931,1,S1,0,09/18/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6190,8,,A9,1406 72 ST,,11228,1,0,1,"5,000","3,742",1935,1,A9,0,03/19/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6190,68,,A1,1425 73 STREET,,11228,1,0,1,"2,400","1,200",1930,1,A1,0,05/21/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6192,29,,A5,1646 72 STREET,,11204,1,0,1,"1,750","1,110",1930,1,A5,"960,000",03/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6192,69,,A9,1651 73 STREET,,11204,1,0,1,"1,600","1,140",1925,1,A9,"730,000",12/16/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6192,75,,A9,1639 73RD STREET,,11204,1,0,1,"1,600","1,332",1925,1,A9,"980,000",11/25/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6203,48,,A5,1672 73 STREET,,11204,1,0,1,"1,500",986,1910,1,A5,"920,000",04/22/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6207,8,,S1,7305 20TH AVENUE,,11204,1,1,2,"2,000","1,800",1931,1,S1,0,05/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6213,24,,A9,1542 74 STREET,,11228,1,0,1,"3,042","1,948",1920,1,A9,"1,585,000",12/15/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6217,40,,S1,7414 20TH AVENUE,,11204,1,1,2,"1,600","2,100",1931,1,S1,0,03/31/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6217,60,,A1,1939 BAY RIDGE PARKWAY,,11204,1,0,1,"4,000","2,005",1930,1,A1,0,01/21/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6218,66,,A1,2021 BAY RIDGE PARKWAY,,11204,1,0,1,"2,800","1,494",1920,1,A1,"990,000",02/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6224,23,,A1,1542 BAY RIDGE PARKWAY,,11228,1,0,1,"3,333","2,693",1930,1,A1,0,05/21/2026
